"","Ticker","SEC_Company_ID"
"82955","NBRV",1641640
"82982","NRTI",72170
"83352","RLBY",34285
"83511","ANDX",1507615
"84556","UNAM",100716
"85003","INVH",1687229
"86389","EFC",1411342
"86654","KGJI",1089531
"86964","IVOB",1417926
"86976","LTUS",1292087
"88084","PZN",1399249
"88621","REN",1469510
"88630","ESRT",1541401
"89231","BWP",1336047
"89933","THTI",1375686
"89969","CCO",1334978
"90529","CVAT",1376793
"90934","XBOR",1373485
"90954","CNIT",1350684
"91024","CALI",1355042
"91754","FMCC",1026214
"91824","CNCT",1346287
"91864","CCGM",1287668
"91950","XHR",1616000
"92549","PWVI",933972
"93360","KEYS",1601046
"97291","CPSL",1044577
"98624","CLVS",1466301
"100089","AVXL",1314052
"102650","BXLC",1023714
"103392","CHCT",1631569
"103949","DYAI",1213809
"104148","SRC",1277406
"105801","ARHN",812482
"107676","BRID",14177
"113192","HCC",1691303
"113355","ICHR",1652535
"118940","SNH",1075415
"121327","NGVT",1653477
"121860","ABMC",896747
"124597","CPHI",1106644
"133893","GDI",1699150
"134711","NVTR",1648893
"135884","RAFI",99249
"151851","VODG",793171
"152506","MLER",871344
"153565","HYGS",1119985
"160932","PNRG",56868
"163121","DJCO",783412
